split.time	theta	rho	log.prior	log.likelihood	log.posterior
0.00249712638299	0.00117352919637	0.531986227991	-3.22901541135	-37387.0428291	-37390.2718445
0.00201092905664	0.00221639643841	0.454083041914	-3.3255900553	-37364.8304635	-37368.1560536
0.00194672630551	0.00232357852931	0.362528982124	-3.33894624124	-37363.9825506	-37367.3214968
0.00194885667973	0.00221778409522	0.436363009536	-3.30042042545	-37364.4571022	-37367.7575226
0.0020009204678	0.00210999026256	0.306675509525	-3.31142057346	-37363.2267032	-37366.5381238
0.00191610958315	0.00227603867696	0.316630592199	-3.33377408693	-37364.079072	-37367.4128461
0.001865606616	0.00232556210754	0.393190696029	-3.30752865509	-37365.2227639	-37368.5302926
0.00213831947988	0.00187493924877	0.299339548698	-3.28520197897	-37364.0992556	-37367.3844576
0.001990489981	0.0023004535811	0.393006424723	-3.34093830718	-37364.3128277	-37367.653766
0.00201647243161	0.00210950226897	0.37436826127	-3.28354943767	-37363.5348947	-37366.8184442
0.00190830273975	0.00236369822289	0.442667198558	-3.34074392128	-37364.99641	-37368.3371539
0.00202274507336	0.00216226358284	0.272256952936	-3.37628896679	-37363.2192766	-37366.5955656
0.00213554198664	0.00189559950796	0.337745909511	-3.26345594196	-37364.2832932	-37367.5467492
0.00209418680833	0.00192968247931	0.371684027788	-3.24875167271	-37364.2654846	-37367.5142363
0.00195548000519	0.00218719244701	0.373323782865	-3.29031952877	-37363.7873177	-37367.0776373
0.00203828249877	0.00206043339636	0.185709059102	-3.56603002554	-37365.2052814	-37368.7713114
0.00203598495946	0.00191563135274	0.27475564478	-3.29137346531	-37364.4023547	-37367.6937282
0.00208721447788	0.00206754990029	0.278926261695	-3.35632760593	-37363.298644	-37366.6549716
0.0019697634477	0.00195311659007	0.299352531779	-3.25266912148	-37365.5600409	-37368.81271
0.00198687953896	0.00209893227194	0.328150249524	-3.28696050104	-37363.4714082	-37366.7583687
0.0019853069317	0.00202599844622	0.341750803874	-3.25360515048	-37364.1726331	-37367.4262382
0.00205691051146	0.00208161431401	0.210204110861	-3.49260631919	-37364.1357332	-37367.6283395
0.00214735419015	0.00174742318171	0.333168315174	-3.22131665098	-37365.7476985	-37368.9690151
0.00208071414061	0.00202538457219	0.326829454678	-3.29470399687	-37363.366156	-37366.66086
0.00216474868543	0.00180156358241	0.40081860714	-3.22830195732	-37366.1924979	-37369.4207998
0.00202271326607	0.00213907927514	0.222262307387	-3.46665934786	-37363.9486303	-37367.4152896
0.0021606629179	0.0019244299645	0.260133186651	-3.36042186345	-37364.1760129	-37367.5364348
0.00184175246755	0.00247521435574	0.228118348798	-3.51171514468	-37367.4622475	-37370.9739626
0.00214195030187	0.00197556825063	0.238231683986	-3.41298076123	-37364.051626	-37367.4646068
0.00196691004465	0.0023491822738	0.209098690839	-3.56071144698	-37365.3474453	-37368.9081568
0.00202589664821	0.00192817627974	0.30351530734	-3.25968443739	-37364.3851059	-37367.6447903
