split.time	theta	rho	posterior
0.000607473709913	0.00426563045559	0.278192676579	-43728.5510531
0.00192934837486	0.00208507318021	0.348215137049	-43611.4467565
0.00197817602699	0.00190203615978	0.322053489034	-43613.1911005
0.00199414045968	0.00211171286033	0.404325961977	-43610.3014851
0.00208342724367	0.00188934671193	0.375858024444	-43611.4330251
0.00199775284797	0.00210083829245	0.304794187554	-43610.9247966
0.00203523777092	0.002032501753	0.463346702057	-43611.0196636
0.00201127806224	0.00201691269848	0.478392933283	-43611.1749675
0.00196346459724	0.00206848297873	0.477041868778	-43611.147919
0.00217808477711	0.00175525040864	0.356045629605	-43613.4386146
0.00193356084514	0.00213122825299	0.428061534583	-43610.7618231
0.00210151540619	0.00191659242664	0.243941362107	-43613.1754404
0.00198173377547	0.00219052902466	0.403460365276	-43610.3799872
0.00201847796076	0.00200418480235	0.279986778969	-43611.7973029
0.00203407637549	0.00197806362494	0.590546031855	-43613.2232913
0.00208879299684	0.00195186668298	0.54949168915	-43613.1514041
0.00199074021438	0.0021038821661	0.448171150915	-43610.5671456
0.00188889496199	0.00219739511133	0.428294974093	-43611.2120684
0.00195970337787	0.00227003129177	0.4167990305	-43610.7298761
0.00193365342915	0.00228091405128	0.351413146317	-43610.7397445
0.00198875592418	0.00206716773077	0.33015498788	-43610.7539724
0.00203991673269	0.00191672928455	0.424604057578	-43611.4289675
0.00194087345279	0.00221519211996	0.355124226612	-43610.5296826
0.00207232246524	0.00212818427146	0.380513809817	-43611.4248936
0.00208430184081	0.00206918676658	0.425848147473	-43611.6340959
0.00198490382925	0.00231791985011	0.421083443824	-43611.6796128
0.00193666664573	0.0020972067783	0.369500835472	-43610.9911747
0.00199455681851	0.00199704800738	0.451225599896	-43611.1774161
0.00200716206406	0.00201093230321	0.490643218582	-43611.3756499
0.0018855088804	0.00240867027306	0.461975915077	-43611.8574268
0.00186237065197	0.0023474776893	0.443189284308	-43611.4747435
0.0018956642089	0.0022980312927	0.407696167319	-43610.8692537
0.00197222610506	0.00232164318857	0.293767354237	-43611.7855546
0.00191717672133	0.00232834203695	0.350404152133	-43611.0284003
0.00195314751576	0.00220214875808	0.41493771063	-43610.3824976
0.00206504954235	0.00207462827046	0.447354776911	-43611.4106194
0.00208479551016	0.00194758299698	0.433290754309	-43611.4063253
0.00206674377576	0.00203715601111	0.352668273911	-43610.8012472
0.00196581771546	0.00212920218469	0.458112605942	-43610.6447727
0.00194408361793	0.0020680239679	0.362726787003	-43611.1551541
0.00183885799344	0.00250456908993	0.345363151668	-43612.9165501
0.00180000360334	0.00255086448045	0.351108459065	-43613.8182135
