split.time	theta	rho	posterior
0.0019795282748	0.00201948702897	0.396356702153	-43610.8937218
0.00200508468431	0.00207608826812	0.391215661534	-43610.3350933
0.00195332380611	0.00228012509314	0.41342765543	-43610.7347686
0.00197889159337	0.00225877698464	0.398084104128	-43610.7565633
0.00215475552351	0.00171135758978	0.376566102445	-43613.7467251
0.00204413321528	0.00191311069029	0.279911881474	-43612.3944709
0.00190278551815	0.00221710657538	0.435147738112	-43610.8775008
0.00195740824184	0.00217072918616	0.498799924926	-43611.0751237
0.00191461276601	0.00220607828385	0.363332792128	-43610.79162
0.00206417644252	0.00175714958093	0.28624095032	-43614.5161297
0.00199427688724	0.00202348980188	0.435888407796	-43610.826102
0.00209965875576	0.00207054139679	0.40913020231	-43611.9456776
0.00183358603407	0.00244142576042	0.404762443093	-43612.1909162
0.00211160180234	0.00198025709798	0.399424676952	-43611.6598734
0.0019460137328	0.00243288006875	0.478893437159	-43613.317149
0.00196764713426	0.00216990158229	0.358598141619	-43610.3551527
0.00212326198663	0.00182441974127	0.472708056562	-43612.9719006
0.00214208600552	0.00205543784062	0.302384236119	-43612.9741168
0.00191474577141	0.00211800477299	0.516431607368	-43612.0050463
0.00198032448719	0.00217395216589	0.413225116347	-43610.3576961
0.00191985151538	0.00225007534606	0.353164587417	-43610.7471803
0.00196616563845	0.00225779592183	0.248554394727	-43612.6090697
0.00207374201018	0.00209992128742	0.498655008395	-43612.6202022
0.00204366743724	0.00210720545511	0.51799695721	-43612.1591558
0.00190432213298	0.00243323489917	0.429820720968	-43611.9920654
0.00202149397344	0.00202299023953	0.489077876575	-43611.2815047
0.00217152084725	0.00222436738023	0.324957850419	-43617.2376175
0.00203187930685	0.00202304426231	0.338111262586	-43610.6745626
0.00200991105225	0.00220640474658	0.383857927582	-43610.7284325
0.00193097336454	0.00214204193379	0.313039063711	-43611.4290244
0.00211289211504	0.00190934258948	0.27634704407	-43612.3870021
0.00196168752692	0.00231388699057	0.248247202429	-43612.8687604
0.00197735189114	0.00202360336545	0.471243712266	-43611.3100422
0.00201317092964	0.00197984497782	0.504053139199	-43611.772428
0.00206415119187	0.00188577951996	0.28623428305	-43612.3651951
0.00205144399319	0.00208866295244	0.309622025524	-43611.0114436
0.00195083077728	0.00233954488233	0.407047502871	-43611.2319698
0.00186460317036	0.00224263410234	0.423710052267	-43611.5257981
0.00204739637016	0.00189073360039	0.270120986138	-43612.8824748
0.00195580737797	0.00205163678284	0.427038007309	-43611.0411858
0.0020616052043	0.00198045741563	0.467481412857	-43611.4139638
0.002163140876	0.00213260174909	0.364652418054	-43615.240905
0.00204698752672	0.00196013527448	0.423110279805	-43611.0028823
0.00203686518199	0.00190571193561	0.413464810395	-43611.5312281
0.00197445353471	0.00225131183217	0.299861961504	-43611.2180233
0.00184535758839	0.00235990832238	0.382889643233	-43611.785246
0.00199000741168	0.0020499392981	0.393887544709	-43610.5150077
0.00192389091877	0.00214655069003	0.298755907514	-43611.8508512
0.00210495763035	0.0021038647412	0.489953905296	-43613.7265294
0.00211100018331	0.00200330413656	0.365575968475	-43611.5685076
0.0019983549698	0.00210931995908	0.323096994441	-43610.6286502
0.00196855484213	0.00219502231838	0.363702087201	-43610.3547015
0.00191211306477	0.00222193319882	0.499931915266	-43611.2869797
0.00201619764597	0.00217391655019	0.42721738438	-43610.8461807
0.00194855178841	0.00234020169217	0.343744596498	-43611.2151783
0.00186825899683	0.00237236378535	0.48440446148	-43611.8193669
0.00200096358241	0.00220313681662	0.399015863351	-43610.6255488
0.00203275470218	0.0020467523198	0.347395010172	-43610.5369273
0.00192894160582	0.00203760695414	0.493750285096	-43612.3945271
0.00191682481988	0.00226975569968	0.333577645086	-43611.001759
0.00191796180649	0.00226938917246	0.359850612427	-43610.7378552
0.00189540264633	0.00226409269444	0.301593641636	-43611.889264
0.00191008075901	0.00223857382847	0.385456537894	-43610.6863958
0.00200655441685	0.00211383044851	0.480000036176	-43610.9957734
0.00204820369505	0.00219065705267	0.416627503471	-43611.6705192
0.00204539455717	0.0020893157582	0.296551879457	-43611.1455274
0.0019536762718	0.00224120987512	0.558325862077	-43612.240562
0.00204439125998	0.00213792902061	0.293079293756	-43611.3243192
0.0020499796454	0.00202348395057	0.385481774767	-43610.6101013
0.0019529268061	0.00226875883116	0.297777822967	-43611.3358744
0.00202564946268	0.00193434168193	0.293541876401	-43612.0783932
0.00195648613557	0.00220674700036	0.3916774897	-43610.337359
0.00217180259146	0.00190139196276	0.246772237023	-43614.0258566
0.00204203692708	0.00202792768255	0.366896484966	-43610.5450245
0.00209452569848	0.00192947334624	0.388336206382	-43611.2957334
0.00208047532373	0.00198611501543	0.405801064912	-43611.0821407
0.00193717764783	0.0022559699619	0.531351039879	-43611.7462453
0.00183299553417	0.00241794818094	0.326013889258	-43612.7812315
0.00197406425496	0.00225595669074	0.50812838831	-43611.8173888
0.00192879796784	0.0023167015698	0.372828466649	-43610.8304446
0.00195167215095	0.00235133285364	0.346839630001	-43611.3318972
0.00198160195514	0.00202502008849	0.279120732251	-43612.1686892
0.0020325852407	0.00208784511672	0.292490841703	-43611.1448585
0.00204162922991	0.00216484701624	0.407347910144	-43611.1381402
0.00208086799323	0.00211320344459	0.455264069138	-43612.3090874
0.00198557282526	0.0022539017076	0.326500520963	-43610.9387063
0.00188877681784	0.0022670293281	0.289046895242	-43612.3337832
0.00210840532582	0.00202241479032	0.303836453578	-43611.8077689
0.00208613241515	0.00212055699593	0.281137069633	-43612.1282675
0.00205484455547	0.00206945737062	0.430958757861	-43610.9964594
0.00198591237261	0.00220482124565	0.468957297635	-43611.0273055
0.0020479957271	0.00198880403793	0.321468394409	-43610.9940272
0.00192847998457	0.00214472037532	0.398217528867	-43610.7078713
0.00203310559136	0.00197971324242	0.288386421496	-43611.6587406
0.00196792704441	0.00236576793908	0.338526381369	-43611.7307543
0.00198704434951	0.00208508188271	0.411654698157	-43610.3942291
0.00178574634333	0.00251870946916	0.341387869385	-43614.0468643
0.00202590313664	0.00216064177253	0.381759308911	-43610.657604
0.00194249273399	0.00229962559428	0.393926953488	-43610.744221
0.0018797962798	0.00222510970794	0.486367854066	-43611.6207628
0.00203685349823	0.0021036506572	0.492337451079	-43611.5717139
0.00206494278729	0.0019093092888	0.465458300346	-43611.7969527
0.00195448150122	0.00200510161181	0.413637108976	-43611.6106015
0.00202553451658	0.00209124778117	0.360203320516	-43610.4144586
