split.time	theta	rho	log.prior	log.likelihood	log.posterior
0.00212622359378	0.0019674444257	0.200306237195	-3.50948822366	-37364.6559283	-37368.1654166
0.00207858127749	0.00222638487719	0.211039698623	-3.5492287509	-37364.7998552	-37368.349084
0.00208911054023	0.00190838694513	0.277350212501	-3.30407745253	-37363.7944783	-37367.0985557
0.00213331289973	0.00199757241101	0.287710468683	-3.33752593256	-37363.7864528	-37367.1239787
0.0020783598387	0.00207108694869	0.20982707083	-3.49759425678	-37364.1367185	-37367.6343127
0.00206960271922	0.00206336149074	0.249740718942	-3.39461105088	-37363.3681029	-37366.7627139
0.00204721013665	0.00224401890977	0.316877376169	-3.36726762148	-37363.9208836	-37367.2881512
0.00208137306717	0.00191964329504	0.188450937491	-3.52134695898	-37365.4692868	-37368.9906338
0.00196594861866	0.00229268493674	0.279991398181	-3.39312670869	-37363.754454	-37367.1475807
0.00195225407875	0.00219669982948	0.311116503451	-3.3218109372	-37363.5947218	-37366.9165327
0.00208604913797	0.00211721570854	0.278407782616	-3.37411319348	-37363.4706232	-37366.8447364
0.00217117044226	0.00212267093828	0.232668678329	-3.48739476632	-37365.7055289	-37369.1929236
0.00200313397973	0.00207150560686	0.256425562112	-3.36216757471	-37363.6798799	-37367.0420474
0.0021155132894	0.00173644210464	0.218920535691	-3.37145891695	-37366.5113334	-37369.8827924
0.00204123413527	0.00213146771059	0.312863914712	-3.32796029656	-37363.1357402	-37366.4637005
0.00198820497193	0.00210256824074	0.376544091861	-3.27092858185	-37363.7684328	-37367.0393614
0.00195332804843	0.00243506599235	0.292599836423	-3.42585833547	-37364.853661	-37368.2795194
0.00205145521797	0.00216578307737	0.248682336887	-3.42651767433	-37363.527246	-37366.9537637
0.00199137097265	0.0021538760971	0.334003421649	-3.30466173741	-37363.2674221	-37366.5720838
0.00186300443225	0.00210171688801	0.234659029684	-3.36843926157	-37368.2809486	-37371.6493878
0.00206892924654	0.00208940119649	0.35580125784	-3.29945231619	-37363.5901436	-37366.8895959
0.00215985200124	0.00181915761263	0.242097133582	-3.35838663985	-37364.7355761	-37368.0939627
0.00212254077315	0.00237611476019	0.199203964145	-3.65754452145	-37367.9375931	-37371.5951376
0.00190783610436	0.00245981120976	0.340511140854	-3.38349334258	-37365.0167071	-37368.4002004
0.002132378546	0.00205613499185	0.288671384657	-3.35651208845	-37364.0170177	-37367.3735298
0.00202002991607	0.0023146545004	0.338134945656	-3.37029337801	-37364.3531945	-37367.7234879
0.00223728768326	0.00179641274854	0.206031895448	-3.47268891249	-37366.3769886	-37369.8496775
0.00215431043283	0.00194855126368	0.272619545371	-3.34731611933	-37364.0557736	-37367.4030897
0.00193798562604	0.00227497044092	0.273638926361	-3.38558928264	-37364.0178191	-37367.4034084
0.00198289483963	0.00208560604388	0.448167802215	-3.2677457287	-37364.9012082	-37368.168954
0.00213289653137	0.00196399189997	0.375448917073	-3.27350877457	-37364.6446447	-37367.9181535
0.00221568090673	0.00182764931657	0.233376205968	-3.400255834	-37365.473351	-37368.8736069
0.00204420338526	0.00193229245774	0.353019742371	-3.23718653596	-37364.3148651	-37367.5520516
0.00184821985341	0.00233348856021	0.260888971048	-3.39578610554	-37366.3212618	-37369.717048
0.00216820550296	0.0019618431606	0.343600264823	-3.29488601725	-37365.0068005	-37368.3016865
0.00213291555378	0.00194799620428	0.261212830936	-3.35681596696	-37363.7762092	-37367.1330252
0.002005688866	0.00238532186139	0.261650730565	-3.46696642146	-37364.8495014	-37368.3164678
0.00200459362735	0.00228743622738	0.403440252726	-3.34099317109	-37364.5202476	-37367.8612408
0.00201251527653	0.00226202164072	0.397087246753	-3.33455155299	-37364.3269856	-37367.6615371
0.00204881518076	0.00212652407315	0.211861637408	-3.50062430407	-37364.115893	-37367.6165174
0.00197806847092	0.00209527615758	0.349921813563	-3.27197241757	-37363.7335741	-37367.0055465
0.00206530984187	0.00222785732431	0.420491911335	-3.34191212977	-37365.5402516	-37368.8821638
0.00208434242547	0.00210355738478	0.291617887852	-3.35295361647	-37363.3885157	-37366.7414693
0.00202896025771	0.00198247677738	0.233126110022	-3.38701361772	-37364.3039058	-37367.6909194
0.00205958106482	0.00170806637452	0.261570068035	-3.25133833984	-37368.135768	-37371.3871064
0.00206863836586	0.00208873596925	0.470988576291	-3.30560497398	-37365.4614159	-37368.7670208
0.00212281026349	0.0019529895929	0.281735635585	-3.32557075631	-37363.6239112	-37366.949482
0.00205955782186	0.00232847314242	0.186697793891	-3.6653064067	-37366.15579	-37369.8210964
0.00210514542399	0.00214140513789	0.290430838992	-3.37501384375	-37364.0201989	-37367.3952127
0.00198353003833	0.00224799811946	0.47712565886	-3.33497063751	-37365.0803574	-37368.415328
0.00206733099062	0.00190194528764	0.473425978717	-3.24138812964	-37366.4497594	-37369.6911475
0.00196529822057	0.00238127859246	0.154272061999	-3.81532377724	-37368.1208629	-37371.9361866
0.00214247936671	0.00185916517937	0.308792907024	-3.27287615465	-37364.2811802	-37367.5540563
0.00209385083745	0.00207892288472	0.275087759979	-3.36775993863	-37363.4131185	-37366.7808784
