split.time	theta	rho	log.prior	log.likelihood	log.posterior
0.00210719136583	0.00163491231338	0.441952354685	-3.16039709396	-37371.3634711	-37374.5238682
0.00207637090077	0.00198659081093	0.190114047006	-3.53595505912	-37364.9944514	-37368.5304064
0.00206107533552	0.00211763294684	0.28044271621	-3.36286535857	-37363.2002126	-37366.563078
0.00188732699156	0.00211966261597	0.289774749106	-3.29268237394	-37366.1229254	-37369.4156078
0.00200318207769	0.00211197253771	0.227777696092	-3.43615257444	-37364.0396928	-37367.4758453
0.00202179977344	0.00217749751234	0.333922335038	-3.3236946379	-37363.2731322	-37366.5968269
0.0018814067295	0.00228489079192	0.38859052068	-3.2983597105	-37364.9411876	-37368.2395473
0.00212410670089	0.00206992009387	0.45254140742	-3.3128357187	-37366.3964392	-37369.7092749
0.00209419447227	0.00188271375059	0.243040159738	-3.35428511004	-37364.2700499	-37367.624335
0.00196726602383	0.00207346508774	0.279474945726	-3.31590115876	-37364.1146096	-37367.4305107
0.00209340606361	0.00186892366655	0.27363199412	-3.29734058968	-37364.1696667	-37367.4670073
0.00212899630638	0.00192208411433	0.267271086937	-3.33707747717	-37363.7831363	-37367.1202137
0.00204936732062	0.00196310930813	0.218035717186	-3.42584269694	-37364.512184	-37367.9380267
0.0019670995831	0.00246359765903	0.209294905097	-3.60191498281	-37366.3333414	-37369.9352563
0.00199893949624	0.00218901059107	0.441068920046	-3.3083475108	-37364.4138028	-37367.7221503
0.00213412876398	0.00187695714146	0.259722999987	-3.33561943226	-37364.071726	-37367.4073454
0.00200782726596	0.00210017148357	0.391541271361	-3.27528167829	-37363.7851577	-37367.0604394
0.00205721128861	0.00196496407263	0.304898519709	-3.28197420244	-37363.5307582	-37366.8127324
0.00188374203851	0.00221587479966	0.437057391645	-3.27777713393	-37365.7630236	-37369.0408007
0.00201800379439	0.00228801026019	0.520505917975	-3.38049630456	-37366.8031317	-37370.183628
0.00212628725179	0.0018029946395	0.226370017123	-3.37713088937	-37365.1857791	-37368.56291
0.00199866142669	0.00213352755669	0.287563787496	-3.33814760291	-37363.2353023	-37366.5734499
0.00195711066786	0.00219184696504	0.422114985615	-3.2916110036	-37364.2571422	-37367.5487532
0.00196651025386	0.00249271098904	0.332936363001	-3.41944146508	-37365.8794538	-37369.2988952
0.00211815656055	0.00195762002417	0.350381192882	-3.27285616241	-37364.049908	-37367.3227641
0.00187936971888	0.00230262476332	0.324881960409	-3.32530798691	-37364.816867	-37368.1421749
0.00217468614927	0.00191551303288	0.411186859996	-3.27021123484	-37366.2491273	-37369.5193386
0.00196240115477	0.00215807649372	0.254449516117	-3.38223075667	-37363.9987579	-37367.3809887
0.00203486703918	0.00185015839785	0.396743076889	-3.19848411257	-37366.5055139	-37369.7039981
0.00196509054688	0.0022426510499	0.28681658538	-3.36646644533	-37363.5421929	-37366.9086593
0.00211124375098	0.00190776480117	0.207162257345	-3.46109862778	-37364.7016838	-37368.1627824
0.00185507809588	0.00238758670295	0.341952884403	-3.33872050642	-37365.3177691	-37368.6564896
0.00188634419389	0.00209577725853	0.344417765743	-3.24313556897	-37366.47992	-37369.7230556
0.00194882105982	0.00216057582886	0.35517690071	-3.28321107358	-37363.8734497	-37367.1566608
0.00193423993044	0.0023738963015	0.331784214561	-3.36561620965	-37364.217416	-37367.5830322
0.00213910925636	0.00228904119377	0.225665899518	-3.55263987457	-37366.9020237	-37370.4546636
0.00213084064862	0.00201941557698	0.170452119929	-3.65375703565	-37365.7726451	-37369.4264022
0.00205318840437	0.00194442357142	0.204596269343	-3.46140446035	-37365.0208069	-37368.4822114
0.00195269358488	0.00200077646148	0.354187608802	-3.22862995005	-37365.550938	-37368.779568
0.00209959630212	0.00200126211283	0.189354792093	-3.55220636325	-37364.8870136	-37368.43922
0.00215532112162	0.00198982546858	0.321970778115	-3.31193091473	-37364.4970032	-37367.8089341
0.00214005998432	0.0019260458536	0.23951849932	-3.39256886433	-37364.0627122	-37367.455281
0.0020362045115	0.00217265873428	0.284932858123	-3.36822086425	-37363.2269905	-37366.5952114
0.00201846860364	0.00214205404014	0.321207297841	-3.3176621399	-37363.1267651	-37366.4444272
0.00204758233994	0.00211290581884	0.34761516658	-3.30326785764	-37363.356536	-37366.6598038
0.00204153022103	0.00198665794048	0.34699323146	-3.25721322339	-37363.7302904	-37366.9875036
0.00209640442884	0.0019839316148	0.340307590517	-3.27850848537	-37363.6629002	-37366.9414087
0.00203305539467	0.0019779161605	0.268917237769	-3.31995952655	-37363.7850582	-37367.1050177
0.00207308015087	0.00221929405031	0.258206630893	-3.43610981344	-37364.0676325	-37367.5037423
0.00204056251302	0.00188815651295	0.3154654265	-3.24133825588	-37364.7159456	-37367.9572839
0.00204366412892	0.00191758726176	0.283343586728	-3.28363495125	-37364.1970289	-37367.4806639
0.00204447299061	0.00230987184031	0.307872255472	-3.39723778409	-37364.5720222	-37367.96926
0.00218770095356	0.00189740261629	0.280881889404	-3.3308465308	-37364.7207093	-37368.0515558
0.00202677162443	0.00212371533981	0.301971050532	-3.32949561231	-37363.075313	-37366.4048086
0.00195300714381	0.00227469540845	0.295025342905	-3.36489013868	-37363.6756274	-37367.0405175
0.00203580212522	0.00187676439945	0.3470786879	-3.21773359886	-37365.261374	-37368.4791076
0.00205115543947	0.00194508005813	0.196469909634	-3.48891004649	-37365.3337668	-37368.8226768
0.00205849198614	0.00209243338945	0.315058823707	-3.3184925603	-37363.1692142	-37366.4877068
0.0019648193146	0.00219211079823	0.336534053821	-3.30782874963	-37363.4614003	-37366.769229
0.0021113826801	0.00219101952169	0.262060745532	-3.43310939725	-37364.6091132	-37368.0422226
0.00212608147702	0.00185704398412	0.218470177201	-3.4157576386	-37364.7676879	-37368.1834456
0.00200496381055	0.00203653660452	0.292554641163	-3.30062811176	-37363.5994181	-37366.9000462
0.00208297403066	0.00213880477466	0.263709594551	-3.40181673875	-37363.5844345	-37366.9862512
0.00210540184301	0.00205309543844	0.249178921358	-3.4046949696	-37363.6067564	-37367.0114513
0.00198784670464	0.00218106821617	0.304165899509	-3.33439956928	-37363.2346071	-37366.5690066
0.00198552410496	0.00198588739771	0.325253510333	-3.24877192507	-37364.5940782	-37367.8428502
0.00203883295621	0.00215591253043	0.233779038885	-3.44986477792	-37363.6747283	-37367.124593
0.00212006082204	0.00190424137576	0.433908148148	-3.249882536	-37365.6520649	-37368.9019474
0.00202411353756	0.00206527257552	0.298791281368	-3.31097376716	-37363.1913541	-37366.5023279
0.00180934373828	0.00260636755409	0.401760089843	-3.39146980749	-37367.3041209	-37370.6955907
0.00199964989646	0.00201445258762	0.278669476849	-3.30748284181	-37363.9564461	-37367.2639289
0.00214387010761	0.00176228944362	0.258448611721	-3.30351321967	-37365.2471132	-37368.5506264
0.00192254724133	0.00234071954365	0.33933368588	-3.3456120726	-37364.1032514	-37367.4488635
0.00196004598364	0.00240269890204	0.183184722924	-3.672422526	-37366.7241736	-37370.3965962
0.00204017601297	0.00223600589108	0.285829947592	-3.39126046739	-37363.6505877	-37367.0418482
