split.time	theta	rho	posterior
0.00183870233157	0.00255255013417	0.39355668182	-44706.8312717
0.00204734750102	0.00241431603264	0.245158460148	-44706.4526841
0.00197826017341	0.00237865941729	0.340863717289	-44705.6301395
0.00202611568861	0.00213695739015	0.250844650625	-44707.6219231
0.00175935092614	0.00258361417403	0.287241016979	-44709.4440591
0.00181840050869	0.00283794120052	0.254253913576	-44708.7097118
0.00189489725152	0.00252588138867	0.354325713596	-44705.8659832
0.00194793900871	0.00243165565981	0.244466338519	-44706.151699
0.00186129848924	0.00252182221642	0.306699073489	-44706.3255956
0.00203348148492	0.0023473714545	0.341733977913	-44706.1804017
0.00205842889491	0.00215566271392	0.274739310062	-44706.8609751
0.00213524795275	0.00205037736242	0.308994227351	-44708.4186923
0.00198351790166	0.00233683119027	0.279609554468	-44705.7141936
0.00203607821505	0.00245241043174	0.196327420331	-44707.5450348
0.00194737454187	0.00257472890812	0.236961227322	-44706.4931251
0.00180691215633	0.00271120367844	0.309505566603	-44707.4230114
0.00198994718027	0.00227924679073	0.271046671262	-44706.104904
0.00209927851092	0.00242665604038	0.221941419745	-44707.9255069
0.00199220571185	0.00242549475795	0.374292986419	-44706.2275213
0.00209900843721	0.00220659325109	0.292423490187	-44706.8973902
0.00196467787885	0.00254246220665	0.306674033927	-44705.8873893
0.00185558424137	0.00267978598779	0.514683510413	-44709.160856
0.00178483412859	0.00258036694419	0.398615485102	-44708.10562
0.00190990163395	0.00246352435509	0.302771061078	-44705.73085
0.00192279033176	0.00262613859551	0.321520497126	-44706.2093609
0.0019100702133	0.00264589726974	0.359507609647	-44706.5795245
0.00183964483331	0.00258455791778	0.425613946865	-44707.1313359
0.00192529348692	0.00267305833238	0.386934957944	-44707.4989572
0.00197088382422	0.00257321594257	0.353790859803	-44706.686262
0.00189305384905	0.0026220627274	0.292345867619	-44706.1472136
0.00201185157517	0.00254014746986	0.238112568565	-44706.7462866
0.00187848314895	0.00259756214107	0.391503883783	-44706.46288
0.00204399992993	0.00261270236287	0.218896646029	-44708.3331631
0.00201974271868	0.00224012306831	0.251855143296	-44706.4854811
0.00192500393766	0.00245722156177	0.343801751104	-44705.6276479
0.00188048131841	0.00235226068246	0.24951206925	-44708.0227257
0.00191601495005	0.0022547142782	0.342758412089	-44707.4528288
0.00182174607228	0.00268300675726	0.420117133311	-44707.5090854
0.00179713257169	0.00288193967476	0.445477384593	-44709.8909318
0.00201710805519	0.00246566845438	0.307352554703	-44706.1481843
0.00200857715143	0.00264073399342	0.235179961627	-44707.6989857
0.00190378226918	0.00256742700062	0.340600056513	-44705.8638021
0.00191206660505	0.00254732246849	0.335705789499	-44705.7555237
0.00203388673997	0.00240045153303	0.352683382174	-44706.5783616
0.00206217873885	0.00226251955047	0.247127527221	-44706.4927252
0.00200994850333	0.00227375492517	0.299224071593	-44705.8707064
0.00201716805292	0.00235829653692	0.297898531551	-44705.6877387
0.00194219553771	0.00228699214194	0.411390579175	-44707.1150548
0.0019606464756	0.00273839386648	0.261978835146	-44707.9075731
0.00198259266045	0.00217792710812	0.417523411393	-44708.0902048
0.00185645012385	0.00241200707674	0.409669518294	-44707.4853283
0.00194846089191	0.00261242545314	0.259132973169	-44706.3973999
0.00202241038736	0.00227167908639	0.270154701905	-44706.02685
0.00190005974184	0.0027704380665	0.287329600997	-44707.4992081
0.00205372699269	0.00215804620227	0.254381348155	-44707.0692335
0.00194590444835	0.00257837009845	0.322923558032	-44706.0304556
0.0020699917192	0.00235304701058	0.440367963964	-44709.2579467
0.00186432159406	0.00266769825015	0.39640836666	-44706.954348
0.00196427462837	0.00233381134858	0.300171737619	-44705.7308633
0.00200324579141	0.00251511638956	0.339024044769	-44706.5985087
0.00205282818571	0.00228786908098	0.34035448848	-44706.4040449
0.00200680873693	0.0022997979612	0.202639263092	-44707.5590562
0.00199339894624	0.00241591577263	0.211800534154	-44706.8252158
0.00179093051347	0.00278699210221	0.375931859337	-44708.0746436
0.00179922967491	0.00281590133427	0.324448684549	-44708.1015267
0.00192835111529	0.00238141296576	0.3652132447	-44705.9746009
0.00192056221875	0.00273661713303	0.227570125788	-44707.8112616
0.00192117997285	0.0026367341149	0.32648930829	-44706.3158875
0.00198350199857	0.00259546553937	0.260158402001	-44706.6070272
0.00193103760435	0.00235527218126	0.390926441098	-44706.3698693
0.00193073719567	0.00251124743319	0.259934514061	-44705.9435301
0.00183061869373	0.0024431293982	0.286543501451	-44707.9432054
0.00202373183522	0.00239454680697	0.222270095803	-44706.5626503
0.00187108642422	0.00266615914086	0.417343644933	-44707.2529291
0.00193137415818	0.00249005748624	0.272330719965	-44705.7590794
0.00194439179975	0.00218216354324	0.424901274917	-44708.8782899
0.00192274591702	0.00235752446129	0.357435448078	-44706.1425436
0.00211816424137	0.00236937786655	0.195326703629	-44708.5883128
0.00191227625379	0.00244978540058	0.277872761869	-44705.9526019
0.00211828315761	0.00223373435753	0.317632173841	-44707.5788852
0.00204343611625	0.00233302575995	0.311506256843	-44706.036913
0.00207548965841	0.00215384159536	0.292252165615	-44706.8613525
0.00195899922947	0.00250277214297	0.381559116574	-44706.2786206
0.00195361077559	0.00250838492681	0.469798512786	-44707.98619
0.00188097069244	0.00280358312885	0.382809418687	-44708.5610768
0.00177130027906	0.00306648352166	0.367904265179	-44711.925277
0.0019532662292	0.0024147930514	0.2866158976	-44705.5616822
0.00191720286287	0.00255049457296	0.436070443533	-44707.0412777
0.00185562629695	0.00237522752772	0.442272511773	-44708.3931147
0.00196970384561	0.00245909947506	0.293427310011	-44705.5271584
0.0019863373021	0.00266353394518	0.274621295892	-44707.4164999
0.00190658706599	0.00242671225928	0.33318980265	-44705.8501408
0.00196573985675	0.00233050864775	0.358672249512	-44705.9237228
0.00188414783542	0.00255173546917	0.341048009861	-44705.9166369
0.00193296002906	0.00233756008497	0.314285918175	-44706.0452302
0.00193878584012	0.00223438656373	0.237568116819	-44708.2578846
0.00201194477703	0.00235262250883	0.428930402977	-44707.322543
0.00182412483052	0.00250413063581	0.378874001714	-44707.2976932
0.00203582159526	0.00230569088511	0.390017833864	-44706.8815833
0.00196779408096	0.00248926864691	0.32926102554	-44705.7145585
0.00196172867658	0.00232258030899	0.252052405883	-44706.3817999
0.00186890587912	0.00267201571702	0.3134636943	-44706.4675182
0.0020902720125	0.00217757890385	0.25468873164	-44707.0144277
0.00195320643588	0.00219448037784	0.424374814359	-44708.4377726
0.00197552211575	0.00245394030864	0.386936137955	-44706.3147138
0.00187997891483	0.00240655100025	0.201788440696	-44709.200784
0.00191789249504	0.00233650410057	0.378611628414	-44706.5730626
0.00197860215729	0.00247964974582	0.393143433336	-44706.6235351
0.00204280826316	0.00254081847912	0.269597893179	-44707.290854
0.001792436973	0.00270977731414	0.389570942546	-44707.7165547
0.00186712509812	0.00274866395079	0.255155423342	-44707.5029587
0.00187417299161	0.00239831645395	0.241711229911	-44707.9087203
0.00207535801146	0.00238482296159	0.31134483159	-44707.0328429
0.00194412047131	0.00256636143392	0.246765630486	-44706.2720518
0.00203709814272	0.002433240488	0.307910213708	-44706.3445221
0.00197522482097	0.0023989047062	0.213002814843	-44706.9115602
0.00197468281942	0.00229944619712	0.264207922672	-44706.1877839
0.00187820389598	0.00255788260235	0.370917788822	-44706.1390009
0.00183170636296	0.00251546210852	0.358902313059	-44706.9375922
0.00203034351911	0.00230033953536	0.31764636492	-44705.9002753
0.00194658368564	0.00247460407906	0.297695019053	-44705.510767
0.00210940319207	0.00226161162137	0.293899118897	-44707.1746978
0.00190590720594	0.00236416434356	0.430229431838	-44707.1792994
0.00198437116296	0.0025682014092	0.268066954454	-44706.3398577
0.00198601036476	0.00254537013985	0.443533663483	-44708.5744047
0.00195376917482	0.00227267751948	0.251869861868	-44707.0051342
0.00189776960558	0.00253978036532	0.27198695733	-44706.0794861
0.0018647870486	0.00246813672728	0.380799106632	-44706.5641365
0.0020979482327	0.00208570302964	0.237320133303	-44708.1447876
0.00200495476333	0.00223886217052	0.363037905249	-44706.454046
0.00195272702627	0.00246170983205	0.281070626071	-44705.5741846
0.00182711575369	0.00271621603318	0.31667547189	-44707.0855995
0.001898335805	0.00259415499386	0.215721880182	-44707.4546428
0.00190382423021	0.00242636106821	0.269239606179	-44706.3251687
0.00188159261075	0.00245078543008	0.356803484076	-44706.1967135
0.00190734816667	0.00244921133603	0.272587334951	-44706.1000717
0.00197153215783	0.00252399170742	0.229647701449	-44706.4667353
0.00205702231327	0.00247109173739	0.32882507048	-44707.5439826
0.0019789784367	0.00222330759625	0.223184340284	-44707.9150812
0.00205731567337	0.00222643821114	0.329327618606	-44706.4491564
0.00197713043205	0.00234001733826	0.267332394173	-44705.8618677
0.00199031306908	0.00222258043642	0.326150176874	-44706.4227802
0.00178643373549	0.00258590231856	0.305886505372	-44708.1232923
0.00198583457024	0.00242490455259	0.276306083483	-44705.6028422
0.00195271834491	0.00250270255407	0.206447114107	-44707.176671
0.00187768755189	0.00256774974098	0.307282134854	-44706.0216298
0.00185925620693	0.00259437726407	0.318827622236	-44706.2433321
0.00205455801988	0.00233411679868	0.268267407619	-44706.154706
0.00206253256401	0.00218267784725	0.273478198664	-44706.6411889
0.00198282728954	0.00247303805431	0.358157858252	-44706.106079
0.00196868674617	0.00226240592242	0.347801891593	-44706.3361729
0.00199229968003	0.0024368017654	0.252459755815	-44705.8837288
0.00205129387879	0.00242032939026	0.285633004756	-44706.4459596
0.00204809614407	0.00248117375336	0.387989163726	-44708.562994
0.00189988326198	0.0025136088145	0.303499814109	-44705.7722447
0.00197166725968	0.00225529067269	0.214781050434	-44707.9639787
0.00201755332572	0.00213624596633	0.291685548345	-44707.2682906
0.00192358400538	0.00228553135209	0.330774577537	-44706.7793499
0.0019877557377	0.00246534569129	0.243201279263	-44706.0663729
0.00183238378333	0.00243759193263	0.378812638728	-44707.65435
0.00186374602661	0.00275213766043	0.149120863948	-44712.1454401
0.00188451068639	0.00243249517323	0.318754150213	-44706.2150366
0.0017334172624	0.00272052538377	0.306387522559	-44709.5642339
0.00193642114683	0.00261553708534	0.258481611358	-44706.3712335
0.00203094259173	0.00233956562572	0.276893185785	-44705.8411911
0.00184403263528	0.00269888824059	0.537515995324	-44709.7733147
0.00195569723992	0.00230943476415	0.30636122599	-44705.9742159
0.00204010395967	0.0024891781298	0.244186652788	-44706.7817602
0.00194905343196	0.0023279839664	0.223519004632	-44707.3132325
0.00198581985399	0.00247718991705	0.28880169745	-44705.7053153
0.00191174597102	0.00274574032175	0.284785543139	-44707.2977523
0.00201114908293	0.00230663371611	0.463617994436	-44708.0534895
0.00187031493959	0.00265135825897	0.392298233882	-44706.7897586
0.00186445438441	0.00271213997555	0.241490115164	-44707.5372018
0.00196774522497	0.00237168533982	0.359258469122	-44705.7775398
0.00207396176812	0.0025263524933	0.252897508329	-44708.0213294
0.00190841717292	0.00225518472234	0.345495752016	-44707.6764644
0.00181802723831	0.00284923587966	0.36241393562	-44708.4533513
0.00196569463448	0.00258947375248	0.264992956299	-44706.3095939
0.00189037517697	0.00271157618469	0.290387236967	-44706.8014922
0.00196958512335	0.0025058021121	0.353416265387	-44706.0616545
0.00199926791076	0.00234966900735	0.213342484872	-44706.9202762
0.00186086760628	0.00289262734678	0.299309145786	-44708.9212612
0.00204383685925	0.00245471185207	0.217756269859	-44707.0229614
0.002088589802	0.00215639129251	0.215140432077	-44707.9656652
0.00195192825929	0.00258003684351	0.290603239864	-44706.0159731
0.00199015365061	0.00237741335792	0.259440895018	-44705.7897402
0.00183805711346	0.00252232380367	0.332954444679	-44706.7319286
0.00194271169443	0.00244793039102	0.306728379012	-44705.485956
0.00201329331932	0.00236874319872	0.235144478198	-44706.2340326
0.0018855086834	0.00258622478363	0.296302540426	-44706.0361635
0.00197931492975	0.00239942450022	0.301651998841	-44705.4812914
0.00206353853722	0.00234087539845	0.321245657161	-44706.5454749
0.00205344813872	0.00215051421519	0.381729246235	-44707.5463133
0.00190846898217	0.00235532307307	0.405766294494	-44706.8635283
0.00199291695946	0.00225934861402	0.422693638829	-44707.217314
0.0019310501632	0.00251327291808	0.375631145365	-44705.9976058
0.00180253402407	0.00257717902192	0.207857864107	-44710.1703033
0.00184932411914	0.00286504287217	0.238734695426	-44708.989288
0.00198032721485	0.00227370372813	0.394593746153	-44706.6604364
0.00197048561874	0.00241662758319	0.227436104056	-44706.4363686
0.0019956463188	0.00227347973079	0.204381356157	-44707.8142725
0.00188548948563	0.0025703874679	0.383921484288	-44706.2545459
0.00171177957405	0.00298800920148	0.360697852703	-44711.1561039
0.00190456828022	0.00251566075239	0.326985869897	-44705.6931549
0.00197443213183	0.00232387162092	0.322482874303	-44705.7078669
0.00186089191337	0.00278392168211	0.452813214016	-44709.202427
0.00179951248448	0.00267548486566	0.359541045057	-44707.3669043
