isolation.period	migration.period	theta	rho	migration	posterior
0.00130388136435	0.00419221868575	0.00133929957698	0.392700964816	346.303699956	-49736.5877826
0.00107297348855	0.0038752543001	0.00157333435651	0.271397366695	322.738441332	-49734.1240694
0.000976319166201	0.00304288185634	0.00190865076256	0.268351798598	331.785037867	-49732.2896667
0.00132583019906	0.00393254345753	0.000939807141108	0.428454725894	354.33611509	-49738.3944353
0.00101165661522	0.00345836514376	0.0014971254588	0.36389753208	236.961373093	-49733.2801723
0.000997281028675	0.00351905591147	0.0013732395717	0.461326728583	283.338430118	-49735.0949486
0.00117906224293	0.00352903373336	0.00152077900941	0.293286183108	490.912603786	-49735.7742907
0.000857542477977	0.00301301348847	0.00223416852519	0.282631529969	350.444647207	-49733.1290759
0.000817121612865	0.0028266333638	0.00200701904845	0.217648702165	261.086110276	-49734.6270912
0.000700415730614	0.00357545823488	0.00186641555384	0.344840889247	263.149200658	-49734.6510962
0.00125534561748	0.00295200618838	0.00168361480493	0.217159689295	483.765894618	-49736.1193726
0.000926357559381	0.00250057361662	0.00239935949753	0.277949927637	218.689919198	-49736.9351575
0.000876437337476	0.00375777623708	0.00175169854046	0.354977676646	315.540697427	-49733.8272663
0.000615017504232	0.00308949571504	0.00192703012765	0.314252643693	209.341804183	-49735.7741817
0.00113248664412	0.00291159205222	0.0019210911252	0.221003083521	417.09202403	-49733.2670781
0.000934664283409	0.00246471172217	0.00250931286231	0.253403169282	261.961605436	-49735.5060901
0.00105167299047	0.00324404717838	0.00189591609137	0.341635083226	503.78035647	-49736.2608359
0.000990608049933	0.00351269715294	0.00149020014586	0.282055491384	336.674350265	-49733.9497779
0.00113059617259	0.00359817437173	0.00161463084187	0.294717419547	341.324710008	-49732.7254206
0.000929764170582	0.003805672457	0.00131786281866	0.379987306282	223.29020352	-49733.9067988
0.00121368603825	0.00370074882987	0.00142905519459	0.381461349077	301.725631409	-49734.2906819
0.000936739010456	0.00293039783489	0.00199170729056	0.31216439478	306.079710421	-49733.2624439
0.000840630667741	0.00342308708283	0.00215399276689	0.188766845187	331.059074493	-49735.6354827
0.000808920054284	0.003265338533	0.00166273906902	0.298221006419	222.1586593	-49733.9083167
0.00100649104908	0.00337801433732	0.00223305863313	0.305781787118	442.909949079	-49735.1273466
0.00104273400769	0.00263862712761	0.00191838147218	0.238476580215	301.693779104	-49734.8851878
0.000861712032651	0.00389010094861	0.00176192006688	0.383323004223	321.277814094	-49735.2904033
0.000861673761602	0.00277521128626	0.00240307202225	0.275999754633	392.361573496	-49734.075973
0.000827246276704	0.00295267247465	0.00232179458515	0.259293624726	392.68652234	-49733.6633465
0.000965337905185	0.00272596029263	0.00250927738397	0.177777737078	473.147783886	-49734.4492547
0.00105882000334	0.00326876947852	0.00148426981719	0.267321517647	281.363885185	-49734.1635869
0.000994371676508	0.00374711227502	0.00165531650667	0.312305369861	448.0483228	-49735.4617062
0.000989195987562	0.00279049532355	0.00248118784572	0.258261041723	328.148589917	-49735.2640918
0.000943241812645	0.00287202393403	0.00202386394083	0.253575980707	304.670686742	-49732.6796173
0.00103743188106	0.00352327931218	0.00190961502464	0.295590916437	403.00921838	-49732.8599764
0.00087429021295	0.00282223439601	0.00242164826044	0.320811937224	380.404416127	-49735.4694959
0.00117581275844	0.0036894233568	0.00192055769057	0.18991292695	620.520112815	-49736.5950923
0.00120686581223	0.00281834487989	0.00214452741095	0.196334922661	739.845742068	-49735.2154447
0.000832848096428	0.00321465146848	0.00236157423122	0.256673365358	424.799737365	-49734.4342279
0.00110721243322	0.00304435352038	0.00169234420602	0.273234896645	362.130221137	-49733.5286385
0.000762982610563	0.00320921308327	0.00209674865787	0.325556350409	241.030575893	-49734.3809162
0.000955092883875	0.00321011050697	0.001854976287	0.337190085867	253.825054554	-49733.4597323
0.00104852498628	0.00288324913247	0.00202059249378	0.239692680675	262.25150429	-49734.4650498
0.00087211935104	0.00289485654208	0.00210951203426	0.238570925475	247.856263942	-49733.5583165
0.000971297226341	0.00402107138189	0.00160426001066	0.280469129252	413.662884498	-49735.5734899
0.00105921590647	0.0036403891068	0.00166553449487	0.270902158272	487.534476508	-49735.0509007
0.000906315442591	0.00297007888087	0.00223542557259	0.293221353863	295.560218021	-49733.6015913
0.000848158602921	0.00353501141138	0.00128654698913	0.38014570889	233.857079248	-49735.6317582
0.000882317802652	0.00237683900362	0.00256673507148	0.259307965825	230.470762943	-49736.3407749
0.00111236407418	0.00407847167458	0.00132782242648	0.360889393056	349.874522042	-49734.2719176
0.00104408162665	0.00221789047374	0.00224021800139	0.24549569939	261.900639489	-49737.0400658
0.000971390143552	0.00316690811277	0.00204990494419	0.279109446743	265.43315861	-49734.0617278
0.000994535529029	0.00355735262014	0.0016515942997	0.391969919086	259.378741545	-49733.8546391
0.00100290519348	0.00279287912692	0.00210922520373	0.240278912441	359.035620087	-49732.6528615
0.000902407948127	0.00320778046945	0.0020254442447	0.297576838031	297.298182693	-49732.6024762
0.00110003342538	0.00311892189713	0.00200575702656	0.223568306559	594.526091687	-49734.1238743
0.00115921722699	0.00381215689642	0.00192089054159	0.225359709716	520.69357027	-49735.5338668
0.000972023085388	0.00285554423528	0.00185409508187	0.255668920605	306.625306168	-49733.7789408
0.000948786307798	0.00298987461488	0.00208058631859	0.309962639453	293.881602037	-49733.2444104
0.00088579000912	0.00291981535542	0.00242309531766	0.343188822865	336.480389005	-49736.5567178
0.00101256606629	0.00360184298392	0.00172311859216	0.284117556071	334.382392304	-49732.3919278
0.000950673997301	0.00209381745087	0.00267820021284	0.162764804357	477.052179722	-49737.1206164
0.00103614525022	0.00373050850004	0.00181420607303	0.273553865092	364.523599887	-49733.3589639
0.00112568305572	0.00324027719821	0.00156940875734	0.228006332126	300.111829855	-49734.9353989
0.000611617685282	0.00253909353201	0.00266026454316	0.20985126453	299.260982234	-49736.1480848
0.00101145236983	0.00314611260822	0.00214990316697	0.257468575577	397.151116918	-49732.4986533
0.000896821903184	0.00326270492832	0.00197161841291	0.259760379314	263.188458513	-49733.1384785
0.000739468611838	0.00285757447872	0.00223600834976	0.335746018207	243.505442588	-49735.3036191
0.000852515109775	0.00338794287571	0.00198488349038	0.35750081392	456.411810313	-49738.5249143
0.000921518600912	0.00316230447334	0.00188397902405	0.276974746958	258.995245659	-49732.6681691
0.00118979540246	0.00430000670559	0.00147322820093	0.337017717932	323.369920238	-49737.080811
0.00118164825422	0.00337565608235	0.00131828291627	0.467749894459	267.32639819	-49735.7298508
0.000907764410509	0.00372025366939	0.00131002338521	0.604652760871	212.335457566	-49736.959934
0.000756313377396	0.00328796348589	0.00175456758942	0.30026187156	267.944235432	-49734.1027953
0.000991245665117	0.00275678057328	0.00173288806632	0.31998086252	226.229397227	-49736.6118592
0.00105769433985	0.00325746915717	0.00166632030229	0.250105885203	421.667390353	-49734.2926686
0.000873810909382	0.0031851319982	0.00204944179465	0.243010426036	316.638219915	-49732.4522056
0.00123417036671	0.00369299077544	0.00140334773085	0.430787092793	343.418505338	-49734.9534983
0.00107080824408	0.00338098435028	0.00175482649401	0.270072321288	377.530141484	-49732.1953392
0.000975370492348	0.00312614604931	0.00208436402197	0.273204945308	313.756951381	-49732.6843037
0.000927225472668	0.00295287701141	0.0024995607441	0.238045777059	384.94599652	-49734.2420017
0.000734110140094	0.00348767320835	0.00205245554025	0.244440843071	303.678105345	-49734.2456531
0.000823724923905	0.00372944943967	0.00160514028625	0.216882911291	297.620793891	-49736.4934534
0.00110152013645	0.00298618629719	0.00174784961923	0.239052590169	380.563584977	-49733.840037
0.000984269434467	0.00279634711357	0.00211531438495	0.272271280607	352.178298125	-49732.9142193
0.000797679082923	0.00361351620722	0.00184695155789	0.262763145923	278.529371982	-49733.7691104
0.001067017366	0.00337240201533	0.00188315751201	0.264706586171	401.242813833	-49732.2289895
0.00112389175081	0.00299831883841	0.00165340872486	0.301115485192	248.654784413	-49735.0059931
0.00084581986252	0.00395522650416	0.0012332254796	0.430845723397	199.079352411	-49735.3503567
0.000894050396888	0.00348839414232	0.00132236654249	0.433068496098	167.597050771	-49736.8117312
0.00118737206191	0.00293623669803	0.00214799279355	0.206617853125	463.339826056	-49733.7378982
0.00116776980794	0.0033986277839	0.00167244740618	0.327281311769	345.427577752	-49733.0753121
0.00108140928392	0.00390059983674	0.00158844391975	0.300517799011	431.083269712	-49734.3373653
0.00105607402571	0.00377732225316	0.00107297705707	0.679459690027	213.301734368	-49736.5004663
0.00103912072788	0.00367349837711	0.001468149549	0.315269315702	266.497847907	-49733.1576523
0.00111285105979	0.00327293714351	0.00161591072647	0.323697476412	340.445146317	-49732.8581517
0.000865410823531	0.00310733474911	0.00226824156698	0.246933115796	357.301918576	-49732.9518784
0.000958949557819	0.00318215289896	0.00197213900183	0.221279850661	469.830022708	-49733.9572749
0.000979586063486	0.00286493207844	0.00211440462882	0.291363362684	421.880205067	-49733.9323731
0.000644229348751	0.00272282808582	0.00254145202107	0.30113219428	241.267698463	-49736.1093552
0.00039671792965	0.00239423386296	0.00247241130495	0.208924509277	84.2409020434	-49742.3719281
0.000371676213737	0.0020915966043	0.00316058609222	0.194722266268	108.374196363	-49740.2797749
0.000572142945825	0.00230823355567	0.00258765272761	0.223634809059	145.715470381	-49737.7567118
0.000563684945902	0.00280857105464	0.00220602156863	0.262238987382	169.636021941	-49736.6337135
0.000906103782506	0.00338197696407	0.00181925989258	0.276337514699	379.949992209	-49733.3581467
0.00141929224725	0.00356253052935	0.00115011736724	0.369467401585	340.250041797	-49737.5471303
0.000988653979745	0.00372178899118	0.00162507876462	0.36561631264	274.6370254	-49733.3537477
0.000904843958672	0.00309299641281	0.00212340397887	0.235608165671	368.833054937	-49732.4505316
0.00135846196186	0.00289817334211	0.00149141540413	0.269728679217	423.718854278	-49738.4228158
0.000866137742138	0.00321100791326	0.00179817863048	0.337414469235	254.603809052	-49733.06458
0.000994404914182	0.00328532552322	0.00199403974027	0.376116409197	331.583147787	-49734.9982775
0.00110933818792	0.00310081566861	0.00156165160456	0.331292765106	296.15320361	-49734.0069156
0.00116257684617	0.00302321665341	0.00164761803537	0.220566391852	318.367976593	-49735.2383762
0.00112039407841	0.00333768217992	0.00193154803293	0.187410424237	571.098909005	-49735.0898705
0.00116656444109	0.00350280969702	0.00168038730632	0.270217041263	550.390575209	-49735.219393
0.00100827009012	0.00349456139286	0.00179200917577	0.335309914737	479.254847962	-49735.9632352
0.00117806324301	0.00303105759152	0.00218559012097	0.26760289253	395.565009762	-49735.1503162
0.00113050092435	0.00410646822316	0.00123153220582	0.37137879209	322.835851474	-49734.3805102
0.0011885492092	0.00366235600984	0.0012719336357	0.417838509142	270.730957983	-49733.9938222
0.000827907201893	0.00339501552741	0.00163955269178	0.39779108625	224.423432546	-49734.0969065
0.000664736423622	0.00367337826106	0.00163100559499	0.330246878657	199.215556051	-49735.5205023
0.00087714153849	0.00352575711489	0.00183882471252	0.332778704205	279.730085133	-49733.0598607
0.000907417177285	0.00286577254565	0.00205420517774	0.255980437524	320.484267786	-49732.8367218
0.0012271521166	0.00334975078465	0.00141364427847	0.248839778839	348.052309947	-49735.5111045
0.000970994257315	0.00282569749551	0.00240978807419	0.182362022908	579.255382275	-49734.7486961
0.00119064071391	0.00337498562457	0.00186812670149	0.263309739008	684.448116351	-49735.8298244
0.00115157496688	0.00264542923085	0.00221882540334	0.258844317065	438.22334199	-49734.0173187
0.00124462687647	0.00378572418899	0.00114866093181	0.508837774659	267.869852855	-49735.2840254
0.00112682757911	0.0031585603436	0.00188478419777	0.259177775443	305.33318388	-49733.7254567
0.00108921935945	0.00328458769432	0.00181968614376	0.299827737705	326.413891513	-49732.5426517
0.000786409626158	0.00332244052837	0.00161463287376	0.323425647342	208.592970513	-49734.2720585
0.000735877667744	0.00339683977671	0.00177146812388	0.407401133955	208.315496654	-49735.4423767
0.000652317792754	0.00245277372647	0.0023906874298	0.30413377034	243.45010854	-49737.9387173
0.000977632737992	0.00370832536287	0.0017460988144	0.337401401756	392.245335107	-49733.8767822
0.00077117319792	0.00347704154884	0.00156939419057	0.3200429252	253.978060776	-49734.3637135
0.000949607834247	0.00338084672011	0.00185024113503	0.286814391559	293.032421786	-49732.2863526
0.000983789615723	0.00325816317088	0.00184405749811	0.224596081022	342.892660238	-49732.7861681
0.000655352044094	0.00373193406325	0.00182645967832	0.203198822387	292.822024151	-49737.8301129
0.000883800749148	0.00277197551706	0.00215011729246	0.255972935581	327.244683395	-49733.1995607
0.000970081479814	0.00309392618386	0.00174511335549	0.228512769373	291.731175709	-49733.7927777
0.00136256864395	0.00347480839652	0.00114125629984	0.352327567671	322.495109699	-49737.1243606
0.00106617286485	0.00377248470323	0.00131234712489	0.388189674418	336.907814443	-49734.3827367
0.000821092542281	0.00245303349638	0.0024783863231	0.271328654887	271.549678301	-49734.8227488
0.000733035467748	0.00272337823581	0.0022703669644	0.242762028713	287.906319786	-49734.3221389
0.000753727724111	0.00317085938035	0.00199092321769	0.207583314084	327.002485265	-49734.9017785
0.00114869703823	0.00276417296579	0.00203336758879	0.24059536303	358.231455758	-49733.5965106
0.00109061410822	0.00274108706637	0.00255555294684	0.175117670248	868.672936615	-49736.514071
0.000895316488629	0.00323688973413	0.00188393549043	0.279287553415	326.005320383	-49732.3624122
0.00109755684183	0.00329691412918	0.0017554174314	0.257663031385	341.646429789	-49732.4028278
0.000898602303869	0.00346163650086	0.00184285871948	0.268077867952	313.722562179	-49732.4211325
0.00102811028013	0.00363401376047	0.00150673120757	0.323885207346	277.14051924	-49732.6216721
0.00092979203211	0.00260474705499	0.00230080613032	0.220651508182	292.452734879	-49733.6503643
0.00106326206379	0.00254941654211	0.00222168783954	0.183983138209	416.290904197	-49734.5307569
0.00124181831167	0.00264388159927	0.00218672319692	0.235598896309	574.350054639	-49734.6416911
0.0008655317674	0.00253627771443	0.00278914399503	0.185337729796	584.300907674	-49736.512213
0.00102953820542	0.00327849449376	0.00123564964941	0.388792828452	287.996651394	-49738.360082
0.00125522358355	0.00401735650359	0.000916310199125	0.539529087099	270.392945205	-49735.3657622
0.00087678201826	0.00322147757748	0.00194113379065	0.249395725694	272.271818685	-49732.7459822
0.000882413880584	0.00306695403651	0.00186899113984	0.293984271111	293.011639803	-49732.9557314
0.0012812684208	0.00325950222691	0.00137770067115	0.217024309086	376.699215857	-49738.3832029
0.00103510162562	0.00248787622692	0.00237524891222	0.261161870245	473.131120469	-49734.679545
0.000909920128476	0.00358701581237	0.00162627036862	0.348614311987	304.816347709	-49732.9038214
0.000740669761474	0.00325189454346	0.00204164744626	0.261344590047	239.756374912	-49733.7734508
0.00110096134872	0.00258016884787	0.00255585484626	0.237011975019	589.236467403	-49734.7407511
0.000950269357408	0.00316580131859	0.00197742637966	0.251275000139	356.490248218	-49732.1025167
0.000895831985788	0.00312530250341	0.00224911553559	0.256042577191	462.15761921	-49733.7092159
0.00123067001483	0.00334144268706	0.0021009468646	0.274201854244	530.315485945	-49735.2844101
0.000991567171666	0.00327901629118	0.00191714834032	0.181941911896	365.78972126	-49734.7618496
0.001134805848	0.00331055528559	0.00204227025117	0.317484767277	367.429138582	-49735.3744648
