isolation.period	migration.period	theta	rho	migration	posterior
0.000925865121812	0.0007265154554	0.00332344267962	0.162881192375	38.4216481603	-49526.1516424
0.000470140070457	0.00279538864856	0.00228203928671	0.269381467978	75.6023876981	-49519.1200432
0.000837675936356	0.00305215127598	0.00168807307834	0.265089755026	205.383774191	-49503.5738058
0.000931313208795	0.00334134932928	0.00156041489299	0.354808667189	248.95356928	-49502.0008571
0.000725900189128	0.00365941034361	0.00147817860116	0.355110878581	181.080391572	-49502.9023191
0.000962560866165	0.00375594988356	0.00123724786982	0.411176746383	246.226163408	-49501.5457739
0.000870430772228	0.00367752339834	0.00119871362548	0.455650255021	208.686278407	-49501.4388453
0.000836474638288	0.00377912121927	0.00116619401894	0.451027274595	179.786033785	-49501.9796076
0.000814830824558	0.00378762681689	0.00113414617816	0.429833869545	220.028880092	-49502.236174
0.000715034500328	0.00342260822664	0.00169379928338	0.315021309577	213.288742531	-49502.3126979
0.00109181622234	0.0035247502591	0.00143883421249	0.265594776735	361.845799082	-49504.3403633
0.000856515508167	0.00438628516805	0.000655780617041	0.63938516902	194.631377466	-49506.2631902
0.000925471432684	0.00383266349886	0.000717675036079	0.830242920016	185.025978889	-49503.409829
0.000835777027459	0.00386516367828	0.00103753809099	0.456030512	201.657639757	-49501.9986764
0.00111801130733	0.00384899444678	0.000614262468493	0.919150832273	175.460829578	-49502.7520394
0.00100541295071	0.00379695621932	0.00066586034389	0.99128756926	163.024194482	-49503.3448366
0.000911216630282	0.00393418145353	0.000732169330705	0.867379267284	155.473954754	-49502.9867439
0.000976739478821	0.00414699542598	0.000557334793658	0.834137148646	198.586564004	-49504.3546424
0.00117707903919	0.00374795887227	0.000553749452524	0.93526722242	174.795079968	-49503.8784285
0.00113307011198	0.00378029290946	0.000824306471771	0.707537099489	235.191684365	-49503.5004937
0.00110152706396	0.00379514805808	0.000864561761657	0.514516733251	227.351953502	-49502.4950006
0.00110256502041	0.00365300832645	0.00142644268676	0.353189072014	277.777717541	-49503.2520004
0.000869927547045	0.00330535255875	0.00115173221892	0.399734582427	212.055966201	-49505.3179265
0.000965152537246	0.0038632967901	0.000826396084999	0.497869369234	197.727908376	-49503.1014373
0.00102298073562	0.00439037975238	0.000770225923272	0.565382308023	215.536302767	-49504.9486905
0.00079427269867	0.003454551622	0.00150730963003	0.342438283007	217.027356292	-49501.6900337
0.000733085190288	0.00360111083011	0.00162387729367	0.332724120622	248.268858096	-49502.5348586
0.00114255421033	0.00392842903772	0.0011395059935	0.397567903857	268.412474197	-49503.4110828
0.000779463339963	0.00421204464488	0.000709693424595	0.8644131787	176.706532845	-49504.733812
0.00116658068788	0.0036123029343	0.000787127030595	0.721708858559	215.799392025	-49503.8498241
0.000668130900131	0.0029110098725	0.00209126106266	0.231275750277	237.479090274	-49504.4400405
0.000885989597001	0.00362699778935	0.00149926315549	0.306507549108	313.465424296	-49503.1499567
0.000953619096768	0.00368573641953	0.00142727914616	0.328548764815	235.911345522	-49502.3701694
0.000742785310305	0.00370514587411	0.00130896581076	0.291698914861	192.726851249	-49504.1741045
0.000859140731574	0.00410598822506	0.00102613257363	0.407319357466	181.358891826	-49504.8412256
0.000788278280212	0.00386443535019	0.00103876545056	0.382984198279	204.342301988	-49503.6740627
0.00102521541464	0.00327734528877	0.00154180530903	0.283995119088	232.97950218	-49503.4708652
0.000878984007248	0.00402827914161	0.000929810171194	0.486715167199	234.67661847	-49503.6115557
0.000622976991348	0.00387523203738	0.00106103941986	0.469780227429	190.443617611	-49505.1144715
0.000829462232462	0.00386019947607	0.00103840419973	0.567655477064	198.123144606	-49502.1923154
0.00089474236157	0.00404954934717	0.00115537280136	0.461226680795	223.365015061	-49502.3696396
0.000771471402412	0.00360865777809	0.00199696595059	0.281971420537	300.599337392	-49505.0374907
0.000835794334376	0.00357223449055	0.00135245526002	0.360381087406	203.140496636	-49501.6187408
0.000953968500709	0.00359868984396	0.0009501032916	0.559040453232	192.034109057	-49502.415257
0.000817053391446	0.00376743893613	0.000906606828626	0.557524744869	153.088691547	-49503.3110982
0.000757027416282	0.00410931399595	0.000708666589982	0.585482456534	161.05873892	-49505.9886671
0.00100205360277	0.00380946668054	0.00100692262395	0.643483780684	161.839732466	-49504.9783684
0.000922472818223	0.00400686980903	0.00110062498307	0.463204962117	182.183149485	-49503.7101834
0.000729336161051	0.00383713881958	0.00142599354353	0.379166815025	205.09409011	-49502.6512243
0.000578342204534	0.0038419540085	0.00138071175443	0.404794386531	142.202979593	-49506.1040506
0.00054230530522	0.00380173499601	0.00130235387269	0.277212248702	186.343352921	-49506.9012936
0.000918019732936	0.00391585955418	0.00109145542181	0.474942974486	221.716728851	-49501.5999863
0.00110557002105	0.00381624987646	0.000821780606673	0.597077416387	202.451571039	-49502.2024241
0.0011201764557	0.00408311872452	0.000584410825584	1.13625117273	198.532334664	-49503.4544409
0.000940457652009	0.00436112552871	0.000477386196918	1.13721698312	175.405670214	-49505.065957
0.000873287277558	0.00436359011829	0.000834727247699	0.544339344271	211.870147088	-49504.6902053
0.000734473161383	0.00397956317038	0.000928238433865	0.625907873325	172.38147941	-49503.2146571
0.000520624490121	0.00410496539897	0.000962754861813	0.513658567109	132.8168601	-49507.7709087
0.000762475745205	0.0040533907873	0.00062190339545	0.85940679024	149.996888852	-49505.0701297
0.000749583132256	0.00376978466962	0.00100741624981	0.546465832412	174.760568171	-49502.9339276
0.000783825843406	0.00356602639986	0.00132482997405	0.285670223342	192.024258419	-49504.0576744
0.000909703672893	0.00391839418599	0.000970718508911	0.43423696979	217.649627679	-49502.599882
0.000899724466285	0.0040018360041	0.00127373364861	0.475050648714	220.591088931	-49503.2255411
0.00107512899391	0.00373822011578	0.00127162225008	0.384656435144	266.335203178	-49502.3058518
0.001084696464	0.0034901853344	0.00142741753514	0.368755858443	300.798915144	-49502.8961249
0.00102419619135	0.00347311065505	0.00137639644196	0.38459261004	348.849359534	-49505.9292255
0.000948838834745	0.00338567125238	0.00114886913519	0.439385932324	201.307537752	-49502.8501631
0.000606006600062	0.00340583420522	0.00126393692181	0.408807634777	159.807818388	-49506.2931377
0.000887351583296	0.00375579821571	0.001275044519	0.337091898051	293.755773978	-49503.8429807
0.000687561866825	0.003112820707	0.00164884595027	0.289493423605	234.12619251	-49505.0185335
0.000678214182002	0.00315170613627	0.00179202655788	0.317459324507	236.344356012	-49504.0016615
0.000828268924378	0.00379730901605	0.00122117963242	0.435596860345	198.115913714	-49501.6155053
0.00112768073738	0.00375650643413	0.000837807334611	0.432894709338	237.179879922	-49504.6779527
0.000731042765839	0.00366659278766	0.00132865133615	0.391450358309	183.566638835	-49502.1425978
0.000677015659987	0.00375607181652	0.00145665133872	0.289130045766	266.470880396	-49504.7752326
0.00065217056004	0.00356852258799	0.00163659366357	0.388902059143	172.228013144	-49504.185774
0.000667637768517	0.00342370204885	0.00141455082891	0.378331889362	152.861441789	-49503.9771483
0.000981031287006	0.00356887932977	0.0011981049294	0.49227390919	217.617853428	-49502.0631407
0.00107243828438	0.00357035669084	0.00140760017799	0.264701565746	303.986328417	-49503.7811113
0.000997446985553	0.00326056740851	0.00149615526179	0.380341185298	204.090071644	-49503.6989585
0.000783194603892	0.0034466697205	0.00164511665569	0.323092384612	227.102591548	-49501.9054566
0.00118236289704	0.00328993152868	0.00185359580315	0.287577271863	346.229088757	-49506.7802287
0.000826361117328	0.00389285564809	0.00123216922278	0.392997479673	237.000386619	-49502.2309223
0.000767904576789	0.00382442072829	0.00107639746895	0.54312312015	191.290847729	-49502.5718248
0.000915505250521	0.00358964352006	0.00100996897373	0.412705105626	187.138289609	-49503.2497656
0.000881493072297	0.00363974025781	0.00121616929365	0.388291230926	187.71787322	-49502.0548608
0.000974808109307	0.0039694097718	0.00114289395734	0.345947475707	215.624033931	-49504.1641727
0.000943593323173	0.00392652251503	0.00101143368719	0.550436241179	225.429413969	-49501.9761521
0.00109780327046	0.00324550356803	0.00143315016921	0.37288522265	244.268930938	-49503.5813703
0.00085774365001	0.00386777499014	0.00125462589729	0.35108275015	217.952817595	-49502.3822176
0.000563213896036	0.00327810129016	0.0015822902652	0.243915223394	152.902508561	-49507.2453514
0.000631380316097	0.00382392832191	0.00135165724814	0.367975008389	214.545854238	-49503.6389776
0.000529753544897	0.00355844782044	0.00151820708299	0.352221790648	213.55754984	-49505.600915
0.000790203960865	0.00337188371838	0.00154260059165	0.302539095905	191.614793849	-49502.6476181
0.000757746633431	0.00340417636801	0.00164559508568	0.331726684936	190.888496047	-49502.6639325
0.000473263122019	0.00333263195876	0.00184350556337	0.346008168269	183.866311445	-49505.6272076
0.000586101500517	0.00362664952225	0.00148011425977	0.336958165225	219.158031858	-49504.2687686
0.000872846731547	0.00431537012494	0.000724923385966	0.626308663451	184.066712439	-49504.6620104
0.000820067063781	0.0037423781125	0.000947167548442	0.584232717757	158.80245333	-49502.7506428
0.000631895039807	0.00393702191871	0.000874152376783	0.754684811629	123.748098299	-49506.9007463
0.00112092658763	0.00391787625374	0.00118353055269	0.316182572171	259.275961348	-49505.0372796
0.000717624319049	0.00398947363562	0.00119975045316	0.461854380125	203.278341386	-49502.9706064
0.000499067978909	0.00403928450033	0.00107897647951	0.396175136929	155.401030375	-49507.2806911
0.000998838399828	0.00400759279233	0.000820148176697	0.519949783437	199.564110165	-49502.9271216
0.00085048845549	0.0038502452025	0.00116461099667	0.449451560141	236.988620632	-49502.3184537
0.000844834732623	0.00379976640028	0.000956557578235	0.508354651243	161.149270103	-49502.8635335
0.000935118639926	0.00434754728591	0.000979124722769	0.578186765731	234.436332087	-49504.3858372
0.000708459679398	0.00307679155581	0.00211170496188	0.248330010481	273.074032744	-49503.7588433
0.00068985392157	0.00344855473182	0.00121956366282	0.273821386702	224.427754923	-49508.4998008
0.00101324510846	0.00362223850127	0.00148721683354	0.297484220419	324.534404536	-49502.8539556
0.000939727660795	0.00344472205776	0.00114932392641	0.450730899822	193.277578875	-49502.3670065
0.000821680870374	0.00349732039548	0.00141109028806	0.31330233753	194.012438674	-49502.5566717
0.000970424398707	0.00342911639845	0.00148103556316	0.307760428078	243.317259	-49502.0325982
0.000941727906357	0.00370660801407	0.00148241637671	0.361157455624	328.521124195	-49503.8608611
